,HomePlanet,CryoSleep,Destination,Age,VIP,RoomService,FoodCourt,ShoppingMall,Spa,VRDeck,Deck,Num,Side,Group,Number
8764,Earth,False,TRAPPIST-1e,31.0,False,0.0,0.0,705.0,0.0,0.0,F,33,S,158,2
8765,Earth,False,TRAPPIST-1e,38.0,False,0.0,3.0,0.0,756.0,0.0,F,34,S,159,1
8766,Earth,False,55 Cancri e,27.0,False,,11.0,0.0,0.0,1172.0,F,35,P,161,1
8767,Mars,True,55 Cancri e,30.0,False,0.0,0.0,0.0,0.0,0.0,F,36,P,162,1
8768,Earth,False,TRAPPIST-1e,22.0,False,0.0,772.0,0.0,0.0,0.0,G,29,S,166,1
8769,Europa,True,TRAPPIST-1e,29.0,False,0.0,0.0,0.0,0.0,0.0,C,7,S,168,1
8770,Earth,True,TRAPPIST-1e,0.0,False,0.0,0.0,0.0,0.0,0.0,G,25,P,175,1
8771,Earth,,55 Cancri e,8.0,False,0.0,0.0,0.0,0.0,0.0,G,25,P,175,2
8772,Earth,True,TRAPPIST-1e,3.0,False,0.0,0.0,0.0,0.0,0.0,G,25,P,175,3
8773,Earth,True,TRAPPIST-1e,27.0,False,0.0,0.0,0.0,0.0,0.0,G,25,P,175,4
8774,Earth,False,TRAPPIST-1e,9.0,False,0.0,0.0,0.0,0.0,0.0,G,25,P,175,5
8775,Earth,False,PSO J318.5-22,29.0,False,362.0,15.0,0.0,0.0,450.0,F,39,P,176,1
8776,Earth,False,TRAPPIST-1e,18.0,False,756.0,116.0,0.0,1.0,58.0,F,40,P,180,1
8777,Mars,False,TRAPPIST-1e,22.0,False,197.0,0.0,1175.0,0.0,0.0,E,7,P,184,1
8778,Mars,False,TRAPPIST-1e,24.0,False,6.0,11.0,1404.0,0.0,0.0,F,37,S,185,1
8779,Mars,True,55 Cancri e,25.0,False,0.0,0.0,0.0,0.0,0.0,F,38,S,187,1
8780,Earth,False,TRAPPIST-1e,36.0,False,261.0,0.0,206.0,465.0,0.0,F,39,S,191,1
8781,Europa,True,TRAPPIST-1e,14.0,False,0.0,0.0,0.0,0.0,0.0,C,4,P,194,1
8782,Europa,True,55 Cancri e,24.0,False,0.0,0.0,0.0,0.0,0.0,C,4,P,194,2
8783,Europa,False,55 Cancri e,26.0,True,0.0,275.0,0.0,4572.0,163.0,C,4,P,194,3
8784,Earth,False,PSO J318.5-22,29.0,False,1669.0,2.0,242.0,155.0,0.0,F,43,P,204,1
8785,Earth,,TRAPPIST-1e,40.0,False,44.0,0.0,565.0,0.0,18.0,G,33,P,208,1
8786,Europa,False,TRAPPIST-1e,36.0,,33.0,,0.0,12767.0,1193.0,B,10,P,209,1
8787,Europa,False,TRAPPIST-1e,46.0,False,717.0,516.0,4.0,2.0,2439.0,E,12,S,214,1
8788,Europa,False,TRAPPIST-1e,42.0,False,4762.0,20.0,0.0,4.0,41.0,E,12,S,214,2
8789,Earth,True,TRAPPIST-1e,23.0,False,0.0,0.0,0.0,0.0,0.0,G,34,P,215,1
8790,Earth,False,TRAPPIST-1e,19.0,False,741.0,12.0,1.0,0.0,0.0,G,35,P,218,1
8791,Europa,False,55 Cancri e,25.0,False,3.0,3833.0,8098.0,1531.0,0.0,D,7,S,226,1
8792,Earth,,TRAPPIST-1e,22.0,False,0.0,0.0,0.0,0.0,0.0,,,,227,1
8793,Europa,True,TRAPPIST-1e,35.0,False,0.0,0.0,0.0,0.0,0.0,B,4,S,228,1
8794,Europa,False,55 Cancri e,39.0,,0.0,25273.0,0.0,13.0,1714.0,B,4,S,228,2
8795,Europa,True,55 Cancri e,42.0,False,0.0,0.0,0.0,0.0,0.0,B,4,S,228,3
8796,Europa,False,TRAPPIST-1e,35.0,False,0.0,1442.0,0.0,1813.0,6439.0,B,4,S,228,4
8797,Earth,True,PSO J318.5-22,29.0,False,0.0,0.0,0.0,0.0,0.0,F,49,P,230,1
8798,Earth,False,TRAPPIST-1e,20.0,False,786.0,0.0,0.0,0.0,,F,49,P,230,2
8799,Earth,True,TRAPPIST-1e,25.0,False,0.0,0.0,0.0,0.0,0.0,G,40,P,235,1
8800,Mars,True,TRAPPIST-1e,36.0,False,0.0,0.0,0.0,0.0,0.0,F,51,P,236,1
8801,Mars,False,TRAPPIST-1e,39.0,False,2556.0,0.0,22.0,0.0,0.0,D,7,P,238,1
8802,Europa,True,55 Cancri e,23.0,False,0.0,0.0,0.0,0.0,0.0,D,9,P,247,1
8803,Europa,True,55 Cancri e,19.0,False,0.0,0.0,0.0,0.0,0.0,D,9,P,247,2
8804,Earth,False,TRAPPIST-1e,50.0,False,0.0,0.0,78.0,751.0,78.0,G,41,P,249,1
8805,Earth,False,PSO J318.5-22,41.0,False,0.0,0.0,728.0,0.0,0.0,F,48,S,256,1
8806,Mars,False,55 Cancri e,19.0,False,1.0,0.0,2839.0,85.0,0.0,F,55,P,259,1
8807,Earth,False,TRAPPIST-1e,20.0,False,186.0,0.0,0.0,602.0,100.0,G,39,S,262,1
8808,Europa,True,55 Cancri e,19.0,False,0.0,0.0,0.0,0.0,0.0,B,5,S,264,1
8809,Europa,True,TRAPPIST-1e,38.0,False,0.0,0.0,0.0,0.0,0.0,B,5,S,264,2
8810,Europa,False,55 Cancri e,32.0,False,1340.0,,0.0,8517.0,1256.0,B,5,S,264,3
8811,Mars,False,TRAPPIST-1e,44.0,False,696.0,0.0,462.0,46.0,94.0,E,12,P,266,1
8812,Mars,False,TRAPPIST-1e,18.0,False,1542.0,0.0,138.0,0.0,0.0,F,57,P,266,2
8813,Mars,False,TRAPPIST-1e,49.0,False,108.0,0.0,41.0,1560.0,0.0,F,58,P,268,1
8814,Mars,False,55 Cancri e,23.0,False,3186.0,0.0,0.0,2.0,0.0,E,13,P,268,2
8815,Earth,False,TRAPPIST-1e,31.0,False,41.0,334.0,1.0,62.0,484.0,G,44,P,271,1
8816,Mars,False,TRAPPIST-1e,55.0,False,1054.0,0.0,2.0,0.0,1.0,D,10,P,272,1
8817,Mars,False,TRAPPIST-1e,60.0,False,60.0,0.0,7022.0,0.0,0.0,F,60,P,273,1
8818,Mars,True,TRAPPIST-1e,20.0,False,0.0,0.0,0.0,0.0,0.0,F,60,P,273,2
8819,Mars,False,TRAPPIST-1e,34.0,False,301.0,0.0,79.0,919.0,0.0,E,14,P,273,3
8820,Mars,False,,14.0,False,123.0,0.0,0.0,1936.0,22.0,E,17,S,274,1
8821,Mars,True,TRAPPIST-1e,26.0,False,0.0,,0.0,0.0,,E,17,S,274,2
8822,Europa,False,55 Cancri e,19.0,False,0.0,86.0,0.0,368.0,4055.0,B,6,S,276,1
8823,Europa,True,TRAPPIST-1e,25.0,False,0.0,0.0,0.0,0.0,0.0,B,6,S,276,2
8824,Earth,False,55 Cancri e,42.0,False,98.0,10.0,0.0,613.0,0.0,F,62,P,279,1
8825,Earth,False,TRAPPIST-1e,18.0,False,212.0,678.0,12.0,0.0,0.0,F,53,S,280,1
8826,Mars,False,TRAPPIST-1e,50.0,False,0.0,0.0,1299.0,0.0,0.0,E,15,P,284,1
8827,Earth,False,TRAPPIST-1e,26.0,False,0.0,,0.0,1079.0,281.0,F,56,S,292,1
8828,Europa,True,TRAPPIST-1e,47.0,False,0.0,0.0,0.0,0.0,0.0,,,,293,1
8829,Earth,False,PSO J318.5-22,35.0,False,,627.0,0.0,44.0,0.0,F,66,P,295,1
8830,Mars,False,55 Cancri e,58.0,False,73.0,0.0,422.0,978.0,0.0,F,57,S,296,1
8831,Earth,False,55 Cancri e,20.0,False,376.0,0.0,242.0,1.0,0.0,F,58,S,299,1
8832,Europa,False,TRAPPIST-1e,28.0,False,5.0,11549.0,132.0,4966.0,524.0,D,11,P,300,1
8833,Earth,True,PSO J318.5-22,12.0,False,,0.0,0.0,0.0,0.0,G,48,P,308,1
8834,Earth,False,55 Cancri e,20.0,False,,0.0,0.0,10.0,0.0,E,17,P,311,1
8835,Earth,True,TRAPPIST-1e,22.0,False,0.0,0.0,0.0,0.0,0.0,G,49,P,312,1
8836,Earth,False,TRAPPIST-1e,31.0,False,0.0,34.0,81.0,0.0,608.0,G,43,S,317,1
8837,Earth,True,PSO J318.5-22,24.0,False,0.0,0.0,0.0,0.0,0.0,G,52,P,318,1
8838,Mars,False,TRAPPIST-1e,17.0,False,1031.0,0.0,1026.0,42.0,0.0,E,18,P,319,1
8839,Mars,True,55 Cancri e,,False,0.0,0.0,0.0,0.0,0.0,F,69,P,319,2
8840,Earth,True,55 Cancri e,18.0,False,0.0,0.0,0.0,0.0,0.0,,,,323,1
8841,Earth,False,TRAPPIST-1e,48.0,,,755.0,0.0,0.0,0.0,G,54,P,325,1
8842,Earth,False,TRAPPIST-1e,38.0,False,3.0,1252.0,1.0,0.0,0.0,F,71,P,328,1
8843,Europa,True,55 Cancri e,33.0,,0.0,0.0,0.0,0.0,0.0,B,14,P,329,1
8844,Earth,True,TRAPPIST-1e,20.0,False,0.0,0.0,0.0,0.0,0.0,G,55,P,332,1
8845,Mars,False,TRAPPIST-1e,22.0,,0.0,0.0,0.0,0.0,0.0,E,20,S,335,1
8846,Earth,False,TRAPPIST-1e,52.0,False,356.0,34.0,288.0,0.0,124.0,F,75,P,339,1
8847,Earth,False,55 Cancri e,15.0,False,638.0,0.0,7.0,0.0,0.0,F,75,P,339,2
8848,Earth,False,TRAPPIST-1e,25.0,False,10.0,2.0,755.0,0.0,9.0,F,75,P,339,3
8849,Earth,True,55 Cancri e,14.0,False,0.0,0.0,0.0,0.0,0.0,G,56,P,339,4
8850,Earth,True,55 Cancri e,,False,0.0,0.0,0.0,0.0,0.0,G,56,P,339,5
8851,Earth,False,TRAPPIST-1e,16.0,False,1395.0,0.0,0.0,21.0,522.0,F,75,P,339,6
8852,Earth,False,TRAPPIST-1e,48.0,False,1.0,0.0,259.0,308.0,450.0,G,56,P,339,7
8853,Earth,False,TRAPPIST-1e,36.0,False,0.0,69.0,0.0,0.0,796.0,F,75,P,339,8
8854,Earth,False,PSO J318.5-22,19.0,False,0.0,74.0,610.0,0.0,,E,19,P,342,1
8855,Earth,True,PSO J318.5-22,43.0,False,0.0,0.0,0.0,0.0,0.0,G,58,P,342,2
8856,Europa,True,TRAPPIST-1e,32.0,False,0.0,0.0,0.0,0.0,0.0,C,8,P,344,1
8857,Europa,False,55 Cancri e,54.0,False,0.0,8.0,4391.0,4882.0,7.0,C,8,P,344,2
8858,Europa,,TRAPPIST-1e,33.0,False,0.0,1030.0,0.0,3490.0,5832.0,A,4,S,349,1
8859,Europa,True,TRAPPIST-1e,21.0,False,0.0,0.0,0.0,0.0,0.0,A,4,S,349,2
8860,Europa,False,TRAPPIST-1e,33.0,False,23.0,0.0,737.0,493.0,1373.0,A,4,S,349,3
8861,Europa,True,55 Cancri e,28.0,False,0.0,0.0,0.0,0.0,0.0,A,4,S,349,4
8862,Europa,False,TRAPPIST-1e,23.0,False,0.0,1468.0,0.0,704.0,1193.0,A,4,S,349,5
8863,Europa,False,TRAPPIST-1e,26.0,False,8.0,67.0,0.0,393.0,1975.0,A,4,S,349,6
8864,Mars,True,TRAPPIST-1e,41.0,,0.0,0.0,0.0,0.0,0.0,F,77,P,351,1
8865,Earth,True,TRAPPIST-1e,2.0,False,,0.0,0.0,0.0,0.0,G,61,P,353,1
8866,Earth,True,PSO J318.5-22,21.0,False,0.0,0.0,0.0,0.0,0.0,G,61,P,353,2
8867,Earth,False,PSO J318.5-22,70.0,False,130.0,0.0,1247.0,0.0,3.0,F,79,P,354,1
8868,Earth,False,TRAPPIST-1e,20.0,False,0.0,1704.0,3.0,0.0,0.0,F,80,P,362,1
8869,Earth,False,TRAPPIST-1e,31.0,False,273.0,722.0,1.0,0.0,0.0,E,22,S,363,1
8870,Earth,False,TRAPPIST-1e,8.0,False,0.0,0.0,0.0,0.0,,E,22,S,363,2
8871,Earth,True,TRAPPIST-1e,5.0,False,0.0,0.0,0.0,0.0,0.0,E,22,S,363,3
8872,Mars,False,TRAPPIST-1e,45.0,False,288.0,0.0,932.0,4.0,0.0,F,81,P,364,1
8873,Mars,False,TRAPPIST-1e,37.0,False,731.0,0.0,517.0,50.0,0.0,,,,364,2
8874,Earth,True,TRAPPIST-1e,24.0,False,0.0,0.0,0.0,0.0,0.0,G,52,S,366,1
8875,Europa,False,55 Cancri e,55.0,False,0.0,538.0,0.0,6.0,5288.0,D,11,S,367,1
8876,Earth,False,TRAPPIST-1e,18.0,False,0.0,251.0,,0.0,553.0,F,86,P,374,1
8877,Earth,False,TRAPPIST-1e,36.0,False,6.0,0.0,0.0,783.0,0.0,,,,374,2
8878,Mars,False,TRAPPIST-1e,59.0,False,1678.0,,0.0,0.0,0.0,D,12,S,386,1
8879,Earth,True,TRAPPIST-1e,61.0,False,0.0,0.0,0.0,0.0,0.0,G,67,P,390,1
8880,Earth,False,55 Cancri e,46.0,False,4908.0,1.0,3.0,1.0,14.0,G,58,S,393,1
8881,Mars,False,TRAPPIST-1e,29.0,False,87.0,1192.0,67.0,0.0,3.0,F,87,P,394,1
8882,Earth,True,TRAPPIST-1e,18.0,False,0.0,0.0,0.0,0.0,0.0,G,68,P,399,1
8883,Europa,True,TRAPPIST-1e,20.0,False,0.0,0.0,0.0,0.0,0.0,C,10,P,400,1
8884,Mars,False,TRAPPIST-1e,28.0,False,4.0,0.0,2219.0,0.0,0.0,F,88,P,404,1
8885,Earth,False,TRAPPIST-1e,26.0,False,708.0,183.0,10.0,0.0,0.0,F,70,S,406,1
8886,Earth,False,TRAPPIST-1e,32.0,False,642.0,0.0,759.0,332.0,1444.0,F,93,P,414,1
8887,Earth,False,TRAPPIST-1e,18.0,False,658.0,0.0,0.0,0.0,5.0,E,23,S,416,1
8888,Earth,False,TRAPPIST-1e,50.0,False,1.0,0.0,0.0,736.0,0.0,F,94,P,418,1
8889,Earth,False,TRAPPIST-1e,47.0,False,239.0,75.0,487.0,7.0,0.0,G,70,P,419,1
8890,Earth,True,PSO J318.5-22,15.0,False,0.0,0.0,0.0,0.0,0.0,G,70,P,419,2
8891,Earth,True,,35.0,False,0.0,0.0,0.0,0.0,0.0,G,70,P,419,3
8892,Earth,False,TRAPPIST-1e,49.0,False,189.0,,0.0,882.0,0.0,F,95,P,420,1
8893,Europa,False,55 Cancri e,32.0,False,0.0,2116.0,6252.0,0.0,81.0,C,12,P,421,1
8894,Earth,False,TRAPPIST-1e,63.0,False,4.0,6.0,0.0,,835.0,G,61,S,422,1
8895,Mars,False,TRAPPIST-1e,54.0,False,129.0,0.0,441.0,1028.0,0.0,F,73,S,424,1
8896,Earth,False,TRAPPIST-1e,21.0,,128.0,0.0,20.0,628.0,0.0,F,74,S,426,1
8897,Mars,False,TRAPPIST-1e,38.0,False,1030.0,1347.0,197.0,3.0,0.0,D,14,P,440,1
8898,Mars,False,TRAPPIST-1e,50.0,False,0.0,0.0,0.0,0.0,0.0,E,24,S,443,1
8899,Earth,False,PSO J318.5-22,32.0,False,1.0,0.0,858.0,0.0,689.0,F,82,S,450,1
8900,Europa,True,55 Cancri e,33.0,False,0.0,0.0,0.0,0.0,0.0,C,17,S,451,1
8901,Europa,False,TRAPPIST-1e,30.0,False,0.0,870.0,67.0,1.0,461.0,D,16,P,455,1
8902,Earth,True,TRAPPIST-1e,28.0,False,0.0,0.0,0.0,0.0,,G,68,S,464,1
8903,Mars,True,TRAPPIST-1e,22.0,False,0.0,0.0,0.0,0.0,0.0,D,17,P,467,1
8904,Mars,True,TRAPPIST-1e,,False,0.0,0.0,0.0,0.0,,D,17,P,467,2
8905,Mars,True,55 Cancri e,37.0,False,0.0,0.0,0.0,0.0,0.0,D,17,P,467,3
8906,Mars,False,TRAPPIST-1e,59.0,False,53.0,0.0,2736.0,0.0,0.0,D,17,P,467,4
8907,Europa,False,TRAPPIST-1e,31.0,False,0.0,2522.0,0.0,0.0,2756.0,C,18,S,469,1
8908,Earth,False,TRAPPIST-1e,25.0,False,246.0,0.0,541.0,0.0,16.0,F,102,P,473,1
8909,Europa,False,TRAPPIST-1e,38.0,False,8.0,147.0,0.0,7668.0,46.0,C,14,P,478,1
8910,Europa,True,55 Cancri e,37.0,False,0.0,0.0,0.0,0.0,0.0,C,14,P,478,2
8911,Europa,True,55 Cancri e,44.0,False,0.0,0.0,0.0,0.0,0.0,B,16,S,479,1
8912,Europa,True,TRAPPIST-1e,28.0,,0.0,0.0,0.0,0.0,0.0,D,18,P,483,1
8913,Europa,False,TRAPPIST-1e,45.0,False,0.0,0.0,0.0,0.0,0.0,D,18,P,483,2
8914,Mars,True,55 Cancri e,53.0,False,0.0,0.0,0.0,0.0,0.0,F,104,P,484,1
8915,Earth,False,55 Cancri e,21.0,False,0.0,0.0,687.0,0.0,21.0,G,75,P,486,1
8916,Mars,True,TRAPPIST-1e,33.0,False,0.0,0.0,0.0,0.0,0.0,E,31,P,489,1
8917,Mars,True,TRAPPIST-1e,18.0,False,0.0,0.0,0.0,0.0,0.0,F,105,P,489,2
8918,Earth,False,PSO J318.5-22,37.0,False,,0.0,1022.0,15.0,0.0,F,106,P,491,1
8919,Mars,False,TRAPPIST-1e,34.0,False,648.0,0.0,371.0,38.0,0.0,D,17,S,492,1
8920,Earth,True,TRAPPIST-1e,46.0,False,0.0,0.0,0.0,0.0,0.0,G,72,S,493,1
8921,Europa,True,55 Cancri e,18.0,False,0.0,0.0,0.0,0.0,0.0,C,15,P,494,1
8922,Europa,False,TRAPPIST-1e,19.0,False,1.0,1378.0,63.0,163.0,659.0,C,15,P,494,2
8923,Earth,True,TRAPPIST-1e,4.0,False,0.0,0.0,0.0,0.0,0.0,G,73,S,495,1
8924,Earth,True,TRAPPIST-1e,0.0,False,0.0,0.0,0.0,0.0,0.0,G,73,S,495,2
8925,Earth,True,TRAPPIST-1e,12.0,False,0.0,0.0,0.0,0.0,0.0,G,73,S,495,3
8926,Earth,False,TRAPPIST-1e,7.0,False,0.0,0.0,0.0,0.0,0.0,G,73,S,495,4
8927,Earth,False,TRAPPIST-1e,34.0,False,1729.0,17.0,0.0,,1298.0,G,73,S,495,5
8928,Earth,False,TRAPPIST-1e,10.0,False,0.0,0.0,0.0,0.0,0.0,G,73,S,495,6
8929,Earth,False,55 Cancri e,0.0,False,,0.0,0.0,0.0,0.0,G,77,P,496,1
8930,Earth,True,PSO J318.5-22,14.0,False,0.0,0.0,0.0,0.0,0.0,G,77,P,496,2
8931,Mars,True,TRAPPIST-1e,27.0,False,0.0,0.0,0.0,0.0,0.0,F,107,P,497,1
8932,Earth,False,TRAPPIST-1e,21.0,False,15.0,345.0,18.0,486.0,0.0,F,108,P,505,1
8933,Europa,False,55 Cancri e,37.0,False,4105.0,2081.0,1.0,118.0,446.0,D,20,P,508,1
8934,Earth,True,TRAPPIST-1e,29.0,False,0.0,0.0,0.0,0.0,0.0,,,,509,1
8935,Earth,False,,17.0,False,441.0,0.0,131.0,315.0,5.0,G,76,S,511,1
8936,Earth,True,TRAPPIST-1e,17.0,False,0.0,0.0,0.0,0.0,0.0,G,79,P,514,1
8937,Europa,False,TRAPPIST-1e,35.0,False,0.0,6442.0,672.0,238.0,60.0,T,0,S,524,1
8938,Earth,True,TRAPPIST-1e,34.0,False,0.0,0.0,0.0,0.0,0.0,G,80,P,526,1
8939,Europa,False,TRAPPIST-1e,17.0,False,760.0,752.0,0.0,16.0,2471.0,B,21,S,530,1
8940,Europa,False,55 Cancri e,39.0,False,0.0,547.0,0.0,1121.0,4641.0,B,21,S,530,2
8941,Europa,True,55 Cancri e,56.0,,0.0,0.0,0.0,0.0,0.0,B,21,S,530,3
8942,Europa,False,55 Cancri e,35.0,False,3424.0,20.0,0.0,442.0,1130.0,B,22,S,532,1
8943,Europa,True,TRAPPIST-1e,17.0,False,0.0,0.0,0.0,0.0,0.0,B,22,S,532,2
8944,Earth,False,PSO J318.5-22,29.0,False,0.0,0.0,288.0,395.0,0.0,E,34,S,535,1
