id,failure
27194,1
27195,0
27196,0
27197,1
27198,0
27199,1
27200,0
27201,1
27202,1
27203,0
27204,0
27205,0
27206,0
27207,1
27208,0
27209,0
27210,0
27211,0
27212,0
27213,0
27214,0
27215,0
27216,0
27217,0
27218,0
27219,1
27220,0
27221,0
27222,0
27223,0
27224,0
27225,0
27226,0
27227,1
27228,0
27229,0
27230,1
27231,1
27232,0
27233,0
27234,0
27235,0
27236,1
27237,0
27238,0
27239,0
27240,0
27241,0
27242,0
27243,0
27244,0
27245,0
27246,0
27247,0
27248,1
27249,0
27250,0
27251,0
27252,0
27253,0
27254,0
27255,0
27256,0
27257,1
27258,0
27259,0
27260,0
27261,1
27262,0
27263,0
27264,1
27265,0
27266,0
27267,1
27268,0
27269,0
27270,0
27271,0
27272,1
27273,0
27274,0
27275,0
27276,0
27277,0
27278,0
27279,0
27280,0
27281,0
27282,1
27283,0
27284,0
27285,0
27286,0
27287,1
27288,1
27289,0
27290,1
27291,0
27292,0
27293,1
27294,0
27295,1
27296,0
27297,0
27298,0
27299,0
27300,0
27301,0
27302,0
27303,1
27304,0
27305,0
27306,0
27307,0
27308,0
27309,1
27310,0
27311,1
27312,0
27313,0
27314,1
27315,1
27316,1
27317,0
27318,0
27319,1
27320,0
27321,0
27322,0
27323,1
27324,0
27325,1
27326,0
27327,0
27328,0
27329,0
27330,0
27331,0
27332,0
27333,0
27334,0
27335,0
27336,0
27337,0
27338,0
27339,0
27340,0
27341,0
27342,1
27343,1
27344,0
27345,0
27346,1
27347,0
27348,1
27349,0
27350,1
27351,0
27352,0
27353,0
27354,0
27355,0
27356,1
27357,0
27358,0
27359,1
27360,0
27361,1
27362,0
27363,0
27364,1
27365,1
27366,0
27367,0
27368,1
27369,0
27370,0
27371,0
27372,1
27373,0
27374,0
27375,0
27376,0
27377,0
27378,1
27379,0
27380,0
27381,1
27382,0
27383,0
27384,0
27385,0
27386,0
27387,0
27388,0
27389,0
27390,0
27391,1
27392,0
27393,0
27394,1
27395,0
27396,1
27397,1
27398,0
27399,0
27400,0
27401,0
27402,0
27403,0
27404,0
27405,1
27406,0
27407,0
27408,0
27409,0
27410,0
27411,1
27412,1
27413,0
27414,0
27415,0
27416,0
27417,0
27418,0
27419,0
27420,0
27421,0
27422,0
27423,0
27424,0
27425,1
27426,0
27427,0
27428,1
27429,0
27430,0
27431,0
27432,0
27433,1
27434,1
27435,0
27436,0
27437,0
27438,0
27439,0
27440,0
27441,0
27442,0
27443,0
27444,1
27445,1
27446,0
27447,0
27448,0
27449,0
27450,1
27451,0
27452,0
27453,0
27454,1
27455,0
27456,0
27457,0
27458,0
27459,0
27460,0
27461,1
27462,0
27463,0
27464,0
27465,0
27466,0
27467,0
27468,0
27469,1
27470,0
27471,0
27472,0
27473,0
27474,0
27475,0
27476,0
27477,1
27478,0
27479,1
27480,0
27481,0
27482,0
27483,0
27484,0
27485,0
27486,0
27487,0
27488,0
27489,0
27490,0
27491,0
27492,0
27493,0
27494,0
27495,0
27496,1
27497,1
27498,0
27499,0
27500,1
27501,0
27502,1
27503,0
27504,1
27505,0
27506,0
27507,0
27508,1
27509,0
27510,0
27511,0
27512,0
27513,0
27514,0
27515,0
27516,0
27517,0
27518,0
27519,1
27520,1
27521,0
27522,0
27523,0
27524,0
27525,0
27526,1
27527,0
27528,0
27529,0
27530,0
27531,1
27532,0
27533,0
27534,1
27535,0
27536,1
27537,1
27538,0
27539,0
27540,0
27541,1
27542,0
27543,0
27544,1
27545,0
27546,1
27547,0
27548,0
27549,0
27550,0
27551,0
27552,0
27553,0
27554,0
27555,0
27556,0
27557,0
27558,0
27559,0
27560,0
27561,1
27562,1
27563,0
27564,0
27565,0
27566,0
27567,0
27568,0
27569,0
27570,1
27571,0
27572,0
27573,1
27574,0
27575,0
27576,0
27577,0
27578,0
27579,1
27580,0
27581,0
27582,0
27583,1
27584,0
27585,0
27586,0
27587,1
27588,1
27589,0
27590,0
27591,0
27592,0
27593,1
27594,0
27595,0
27596,1
27597,0
27598,0
27599,0
27600,1
27601,0
27602,1
27603,0
27604,0
27605,0
27606,0
27607,1
27608,1
27609,0
27610,0
27611,0
27612,0
27613,0
27614,1
27615,1
27616,0
27617,1
27618,0
27619,0
27620,0
27621,0
27622,0
27623,0
27624,0
27625,0
27626,0
27627,0
27628,0
27629,1
27630,0
27631,0
27632,0
27633,0
27634,1
27635,0
27636,0
27637,0
27638,0
27639,1
27640,0
27641,0
27642,1
27643,0
27644,1
27645,1
27646,1
27647,0
27648,0
27649,0
27650,0
27651,0
27652,0
27653,0
27654,1
27655,0
27656,1
27657,0
27658,0
27659,0
27660,0
27661,1
27662,0
27663,0
27664,0
27665,0
27666,0
27667,0
27668,0
27669,0
27670,0
27671,0
27672,0
27673,1
27674,0
27675,0
27676,0
27677,1
27678,0
27679,1
27680,1
27681,1
27682,0
27683,0
27684,0
27685,0
27686,0
27687,0
27688,0
27689,0
27690,0
27691,0
27692,0
27693,0
27694,0
27695,0
27696,1
27697,1
27698,0
27699,0
27700,1
27701,1
27702,0
27703,0
27704,0
27705,1
27706,0
27707,1
27708,0
27709,1
27710,0
27711,0
27712,0
27713,1
27714,0
27715,0
27716,1
27717,0
27718,0
27719,0
27720,0
27721,0
27722,0
27723,0
27724,1
27725,0
27726,1
27727,0
27728,1
27729,0
27730,0
27731,0
27732,0
27733,0
27734,0
27735,0
27736,0
27737,0
27738,1
27739,1
27740,0
27741,0
27742,0
27743,1
27744,0
27745,1
27746,1
27747,0
27748,0
27749,0
27750,0
27751,0
27752,1
27753,1
27754,0
27755,0
27756,0
27757,0
27758,0
27759,0
27760,0
27761,1
27762,0
27763,0
27764,1
27765,1
27766,0
27767,0
27768,0
27769,0
27770,0
27771,1
27772,0
27773,0
27774,0
27775,0
27776,1
27777,0
27778,0
27779,0
27780,0
27781,1
27782,0
27783,0
27784,0
27785,1
27786,1
27787,0
27788,0
27789,1
27790,0
27791,0
27792,0
27793,0
27794,0
27795,1
27796,0
27797,1
27798,0
27799,0
27800,0
27801,0
27802,0
27803,1
27804,0
27805,0
27806,1
27807,0
27808,0
27809,0
27810,0
27811,0
27812,0
27813,1
27814,0
27815,0
27816,0
27817,1
27818,0
27819,0
27820,1
27821,0
27822,0
27823,1
27824,1
27825,0
27826,0
27827,1
27828,0
27829,0
27830,0
27831,1
27832,0
27833,1
27834,0
27835,0
27836,0
27837,0
27838,1
27839,0
27840,0
27841,0
27842,0
27843,0
27844,0
27845,0
27846,0
27847,0
27848,1
27849,0
27850,0
27851,1
27852,0
27853,0
27854,0
27855,0
27856,0
27857,0
27858,0
27859,1
27860,0
27861,0
27862,0
27863,0
27864,0
27865,0
27866,0
27867,0
27868,0
27869,0
27870,0
27871,0
27872,0
27873,1
27874,0
27875,0
27876,0
27877,0
27878,0
27879,1
27880,1
27881,0
27882,0
27883,0
27884,0
27885,0
27886,0
27887,0
27888,1
27889,0
27890,0
27891,1
27892,1
27893,1
27894,0
27895,0
27896,0
27897,0
27898,0
27899,0
27900,0
27901,1
27902,0
27903,1
27904,1
27905,0
27906,0
27907,0
27908,0
27909,0
27910,0
27911,0
27912,0
27913,0
27914,0
27915,0
27916,0
27917,0
27918,1
27919,0
27920,1
27921,0
27922,1
27923,0
27924,0
27925,0
27926,0
27927,1
27928,1
27929,0
27930,0
27931,1
27932,0
27933,0
27934,0
27935,1
27936,1
27937,0
27938,0
27939,1
27940,0
27941,1
27942,0
27943,0
27944,1
27945,0
27946,1
27947,0
27948,0
27949,0
27950,0
27951,1
27952,0
27953,0
27954,0
27955,0
27956,0
27957,0
27958,0
27959,0
27960,0
27961,1
27962,1
27963,0
27964,0
27965,0
27966,1
27967,0
27968,0
27969,0
27970,0
27971,0
27972,0
27973,0
27974,1
27975,1
27976,0
27977,0
27978,0
27979,0
27980,0
27981,1
27982,0
27983,0
27984,0
27985,0
27986,1
27987,0
27988,0
27989,0
27990,0
27991,1
27992,0
27993,0
27994,0
27995,0
27996,0
27997,0
27998,1
27999,0
28000,0
28001,1
28002,0
28003,1
28004,0
28005,0
28006,0
28007,0
28008,0
28009,0
28010,0
28011,0
28012,0
28013,0
28014,0
28015,1
28016,1
28017,0
28018,0
28019,0
28020,0
28021,0
28022,0
28023,0
28024,1
28025,1
28026,0
28027,0
28028,0
28029,0
28030,0
28031,0
28032,0
28033,0
28034,0
28035,0
28036,0
28037,0
28038,0
28039,0
28040,0
28041,0
28042,0
28043,1
28044,0
28045,0
28046,0
28047,1
28048,1
28049,1
28050,0
28051,1
28052,0
28053,0
28054,0
28055,0
28056,1
28057,0
28058,0
28059,0
28060,0
28061,1
28062,0
28063,0
28064,0
28065,0
28066,0
28067,1
28068,0
28069,0
28070,1
28071,1
28072,1
28073,0
28074,0
28075,0
28076,0
28077,0
28078,0
28079,0
28080,1
28081,0
28082,0
28083,0
28084,0
28085,0
28086,0
28087,0
28088,0
28089,0
28090,0
28091,0
28092,0
28093,1
28094,0
28095,0
28096,0
28097,0
28098,1
28099,0
28100,0
28101,1
28102,0
28103,0
28104,0
28105,1
28106,0
28107,0
28108,0
28109,0
28110,1
28111,0
28112,0
28113,0
28114,1
28115,0
28116,0
28117,0
28118,0
28119,0
28120,0
28121,1
28122,0
28123,0
28124,0
28125,0
28126,0
28127,0
28128,0
28129,1
28130,0
28131,0
28132,1
28133,0
28134,1
28135,1
28136,1
28137,1
28138,0
28139,0
28140,0
28141,0
28142,1
28143,0
28144,1
28145,0
28146,0
28147,0
28148,1
28149,1
28150,0
28151,0
28152,1
28153,0
28154,0
28155,1
28156,0
28157,0
28158,0
28159,0
28160,0
28161,0
28162,1
28163,0
28164,0
28165,0
28166,0
28167,0
28168,0
28169,1
28170,0
28171,0
28172,1
28173,1
28174,0
28175,0
28176,0
28177,1
28178,0
28179,0
28180,0
28181,1
28182,0
28183,0
28184,0
28185,1
28186,0
28187,0
28188,0
28189,0
28190,0
28191,0
28192,1
28193,0
28194,0
28195,0
28196,0
28197,0
28198,0
28199,0
28200,1
28201,0
28202,0
28203,0
28204,0
28205,0
28206,0
28207,0
28208,1
28209,0
28210,0
28211,0
28212,1
28213,1
28214,0
28215,0
28216,0
28217,0
28218,0
28219,0
28220,1
28221,0
28222,0
28223,0
28224,0
28225,0
28226,0
28227,1
28228,0
28229,0
28230,0
28231,0
28232,1
28233,0
28234,0
28235,0
28236,0
28237,0
28238,1
28239,0
28240,1
28241,0
28242,0
28243,0
28244,0
28245,0
28246,0
28247,0
28248,0
28249,0
28250,0
28251,0
28252,0
28253,0
28254,0
28255,1
28256,0
28257,0
28258,0
28259,0
28260,0
28261,1
28262,0
28263,0
28264,1
28265,1
28266,0
28267,0
28268,1
28269,0
28270,1
28271,0
28272,1
28273,0
28274,1
28275,1
28276,0
28277,1
28278,0
28279,0
28280,0
28281,1
28282,0
28283,0
28284,0
28285,1
28286,0
28287,0
28288,0
28289,0
28290,0
28291,0
28292,1
28293,1
28294,1
28295,0
28296,0
28297,0
28298,0
28299,0
28300,0
28301,0
28302,0
28303,0
28304,0
28305,0
28306,0
28307,1
28308,0
28309,1
28310,0
28311,0
28312,0
28313,0
28314,0
28315,1
28316,0
28317,0
28318,0
28319,0
28320,1
28321,0
28322,0
28323,0
28324,0
28325,0
28326,0
28327,1
28328,0
28329,0
28330,0
28331,0
28332,1
28333,1
28334,1
28335,0
28336,0
28337,1
28338,0
28339,1
28340,0
28341,0
28342,0
28343,0
28344,0
28345,0
28346,0
28347,0
28348,0
28349,0
28350,0
28351,0
28352,1
28353,0
28354,0
28355,0
28356,0
28357,0
28358,0
28359,0
28360,1
28361,1
28362,0
28363,0
28364,0
28365,1
28366,0
28367,0
28368,1
28369,0
28370,0
28371,1
28372,0
28373,0
28374,0
28375,1
28376,1
28377,0
28378,0
28379,0
28380,0
28381,0
28382,0
28383,0
28384,0
28385,0
28386,0
28387,0
28388,1
28389,0
28390,0
28391,0
28392,0
28393,0
28394,0
28395,0
28396,0
28397,1
28398,0
28399,0
28400,0
28401,0
28402,0
28403,0
28404,1
28405,1
28406,1
28407,1
28408,0
28409,0
28410,0
28411,0
28412,0
28413,0
28414,0
28415,0
28416,1
28417,0
28418,0
28419,0
28420,0
28421,0
28422,1
28423,0
28424,0
28425,0
28426,0
28427,0
28428,0
28429,1
28430,0
28431,0
28432,1
28433,1
28434,0
28435,1
28436,0
28437,1
28438,0
28439,0
28440,0
28441,0
28442,1
28443,0
28444,0
28445,0
28446,0
28447,0
28448,0
28449,1
28450,1
28451,0
28452,0
28453,0
28454,0
28455,0
28456,1
28457,0
28458,0
28459,1
28460,1
28461,0
28462,0
28463,1
28464,0
28465,0
28466,0
28467,1
28468,0
28469,0
28470,0
28471,0
28472,0
28473,0
28474,0
28475,0
28476,0
28477,1
28478,0
28479,0
28480,0
28481,0
28482,0
28483,0
28484,1
28485,0
28486,1
28487,0
28488,0
28489,0
28490,0
28491,0
28492,0
28493,1
28494,0
28495,1
28496,1
28497,1
28498,0
28499,0
28500,0
28501,0
28502,0
28503,0
28504,0
28505,0
28506,0
28507,0
28508,0
28509,0
28510,0
28511,1
28512,0
28513,0
28514,0
28515,0
28516,0
28517,0
28518,0
28519,0
28520,1
28521,0
28522,0
28523,0
28524,0
28525,0
28526,0
28527,1
28528,0
28529,0
28530,0
28531,0
28532,0
28533,0
28534,1
28535,1
28536,0
28537,0
28538,0
28539,0
28540,0
28541,0
28542,0
28543,1
28544,0
28545,0
28546,0
28547,1
28548,0
28549,0
28550,0
28551,0
28552,0
28553,1
28554,0
28555,0
28556,0
28557,0
28558,0
28559,1
28560,0
28561,0
28562,0
28563,0
28564,1
28565,0
28566,0
28567,0
28568,1
28569,1
28570,0
28571,0
28572,1
28573,0
28574,0
28575,0
28576,0
28577,0
28578,0
28579,1
28580,0
28581,0
28582,0
28583,0
28584,1
28585,0
28586,0
28587,1
28588,0
28589,0
28590,0
28591,0
28592,0
28593,1
28594,0
28595,0
28596,0
28597,0
28598,0
28599,0
28600,0
28601,1
28602,0
28603,0
28604,0
28605,1
28606,0
28607,0
28608,0
28609,0
28610,1
28611,1
28612,1
28613,0
28614,0
28615,1
28616,0
28617,0
28618,1
28619,0
28620,1
28621,0
28622,1
28623,0
28624,1
28625,1
28626,0
28627,0
28628,0
28629,0
28630,0
28631,0
28632,1
28633,0
28634,0
28635,1
28636,0
28637,0
28638,0
28639,1
28640,0
28641,0
28642,0
28643,1
28644,0
28645,1
28646,0
28647,0
28648,0
28649,0
28650,0
28651,0
28652,0
28653,0
28654,0
28655,0
28656,1
28657,1
28658,1
28659,0
28660,1
28661,0
28662,0
28663,0
28664,0
28665,0
28666,0
28667,1
28668,1
28669,1
28670,0
28671,0
28672,1
28673,0
28674,0
28675,0
28676,0
28677,0
28678,0
28679,0
28680,0
28681,0
28682,0
28683,1
28684,1
28685,0
28686,1
28687,1
28688,1
28689,0
28690,0
28691,1
28692,0
28693,0
28694,0
28695,0
28696,0
28697,1
28698,0
28699,0
28700,0
28701,1
28702,0
28703,1
28704,0
28705,0
28706,0
28707,0
28708,0
28709,1
28710,0
28711,0
28712,0
28713,0
28714,0
28715,0
28716,1
28717,0
28718,0
28719,0
28720,0
28721,0
28722,1
28723,0
28724,0
28725,0
28726,0
28727,0
28728,0
28729,0
28730,1
28731,0
28732,0
28733,0
28734,0
28735,0
28736,0
28737,0
28738,0
28739,0
28740,0
28741,1
28742,0
28743,1
28744,0
28745,0
28746,0
28747,0
28748,0
28749,0
28750,0
28751,1
28752,0
28753,0
28754,0
28755,0
28756,0
28757,0
28758,0
28759,1
28760,0
28761,0
28762,0
28763,0
28764,0
28765,0
28766,1
28767,0
28768,0
28769,0
28770,0
28771,0
28772,0
28773,0
28774,0
28775,0
28776,0
28777,0
28778,0
28779,0
28780,0
28781,0
28782,0
28783,0
28784,0
28785,0
28786,0
28787,0
28788,1
28789,0
28790,0
28791,0
28792,0
28793,0
28794,0
28795,1
28796,0
28797,0
28798,0
28799,0
28800,0
28801,0
28802,0
28803,0
28804,1
28805,1
28806,1
28807,0
28808,0
28809,0
28810,1
28811,0
28812,0
28813,0
28814,0
28815,1
28816,0
28817,0
28818,0
28819,0
28820,0
28821,1
28822,0
28823,0
28824,0
28825,0
28826,0
28827,1
28828,0
28829,0
28830,0
28831,0
28832,1
28833,0
28834,0
28835,1
28836,0
28837,0
28838,0
28839,0
28840,0
28841,0
28842,0
28843,0
28844,0
28845,0
28846,0
28847,1
28848,0
28849,0
28850,1
28851,0
28852,1
28853,0
28854,0
28855,0
28856,0
28857,0
28858,0
28859,0
28860,1
28861,0
28862,1
28863,0
28864,0
28865,0
28866,0
28867,0
28868,0
28869,0
28870,1
28871,0
28872,0
28873,0
28874,0
28875,0
28876,0
28877,0
28878,0
28879,1
28880,0
28881,1
28882,1
28883,0
28884,0
28885,0
28886,0
28887,1
28888,1
28889,0
28890,0
28891,1
28892,0
28893,0
28894,0
28895,0
28896,0
28897,1
28898,0
28899,0
28900,1
28901,0
28902,0
28903,0
28904,0
28905,0
28906,0
28907,1
28908,0
28909,0
28910,0
28911,0
28912,1
28913,1
28914,1
28915,0
28916,0
28917,0
28918,0
28919,0
28920,0
28921,0
28922,0
28923,0
28924,0
28925,1
28926,0
28927,0
28928,0
28929,0
28930,0
28931,0
28932,1
28933,0
28934,1
28935,0
28936,0
28937,0
28938,0
28939,1
28940,0
28941,0
28942,0
28943,0
28944,1
28945,0
28946,0
28947,0
28948,0
28949,1
28950,1
28951,0
28952,0
28953,0
28954,0
28955,0
28956,0
28957,0
28958,0
28959,0
28960,1
28961,0
28962,0
28963,0
28964,0
28965,0
28966,0
28967,0
28968,0
28969,0
28970,0
28971,0
28972,0
28973,0
28974,0
28975,1
28976,0
28977,0
28978,1
28979,0
28980,0
28981,0
28982,0
28983,0
28984,0
28985,0
28986,0
28987,1
28988,1
28989,1
28990,0
28991,0
28992,1
28993,1
28994,0
28995,0
28996,0
28997,1
28998,0
28999,0
29000,0
29001,0
29002,0
29003,0
29004,0
29005,0
29006,0
29007,0
29008,0
29009,0
29010,0
29011,0
29012,0
29013,1
29014,1
29015,0
29016,0
29017,0
29018,1
29019,1
29020,0
29021,0
29022,0
29023,0
29024,1
29025,1
29026,0
29027,0
29028,1
29029,0
29030,0
29031,0
29032,0
29033,0
29034,0
29035,0
29036,0
29037,0
29038,0
29039,0
29040,1
29041,0
29042,0
29043,0
29044,0
29045,0
29046,1
29047,0
29048,0
29049,1
29050,0
29051,0
29052,0
29053,0
29054,0
29055,0
29056,0
29057,0
29058,0
29059,0
29060,0
29061,1
29062,0
29063,0
29064,0
29065,0
29066,1
29067,0
29068,0
29069,0
29070,1
29071,0
29072,1
29073,0
29074,0
29075,1
29076,0
29077,0
29078,1
29079,0
29080,0
29081,0
29082,1
29083,0
29084,0
29085,0
29086,1
29087,1
29088,0
29089,0
29090,1
29091,0
29092,1
29093,0
29094,0
29095,0
29096,1
29097,0
29098,0
29099,0
29100,0
29101,0
29102,0
29103,0
29104,0
29105,0
29106,0
29107,0
29108,1
29109,0
29110,0
29111,0
29112,0
29113,0
29114,0
29115,0
29116,1
29117,1
29118,0
29119,1
29120,0
29121,0
29122,0
29123,0
29124,0
29125,0
29126,1
29127,0
29128,1
29129,0
29130,0
29131,1
29132,0
29133,1
29134,0
29135,0
29136,0
29137,0
29138,0
29139,1
29140,1
29141,0
29142,0
29143,0
29144,0
29145,0
29146,1
29147,0
29148,0
29149,0
29150,1
29151,0
29152,0
29153,0
29154,0
29155,0
29156,0
29157,1
29158,0
29159,0
29160,0
29161,0
29162,1
29163,0
29164,0
29165,0
29166,0
29167,0
29168,0
29169,0
29170,0
29171,0
29172,0
29173,1
29174,0
29175,0
29176,0
29177,0
29178,0
29179,0
29180,0
29181,0
29182,0
29183,0
29184,0
29185,0
29186,1
29187,0
29188,0
29189,0
29190,0
29191,0
29192,0
29193,0
29194,0
29195,0
29196,0
29197,0
29198,0
29199,0
29200,1
29201,0
29202,1
29203,0
29204,0
29205,1
29206,0
29207,0
29208,0
29209,0
29210,0
29211,0
29212,0
29213,0
29214,1
29215,1
29216,1
29217,0
29218,1
29219,0
29220,0
29221,1
29222,0
29223,0
29224,0
29225,0
29226,1
29227,1
29228,0
29229,0
29230,0
29231,0
29232,0
29233,0
29234,0
29235,0
29236,0
29237,0
29238,0
29239,0
29240,0
29241,1
29242,1
29243,0
29244,0
29245,0
29246,0
29247,1
29248,0
29249,0
29250,0
29251,0
29252,0
29253,1
29254,0
29255,0
29256,0
29257,0
29258,0
29259,1
29260,0
29261,0
29262,0
29263,0
29264,0
29265,0
29266,0
29267,0
29268,0
29269,0
29270,1
29271,0
29272,0
29273,0
29274,0
29275,0
29276,0
29277,0
29278,0
29279,0
29280,0
29281,1
29282,0
29283,0
29284,0
29285,0
29286,0
29287,0
29288,0
29289,1
29290,1
29291,0
29292,1
29293,0
29294,1
29295,0
29296,0
29297,0
29298,0
29299,1
29300,0
29301,0
29302,1
29303,0
29304,1
29305,0
29306,0
29307,0
29308,0
29309,1
29310,1
29311,0
29312,0
29313,1
29314,0
29315,0
29316,0
29317,0
29318,0
29319,0
29320,0
29321,0
29322,0
29323,1
29324,1
29325,0
29326,0
29327,0
29328,0
29329,0
29330,1
29331,0
29332,0
29333,0
29334,1
29335,0
29336,0
29337,0
29338,0
29339,0
29340,1
29341,0
29342,0
29343,0
29344,0
29345,0
29346,1
29347,0
29348,0
29349,0
29350,0
29351,0
29352,0
29353,1
29354,0
29355,0
29356,0
29357,0
29358,0
29359,1
29360,0
29361,0
29362,0
29363,1
29364,0
29365,0
29366,0
29367,0
